"Data Source","World Development Indicators",

"Last Updated Date","2023-06-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Congo, Dem. Rep.","COD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38391.29991","37013.3218","37139.57729","38619.68268","40133.49667","40177.11162","35675.56226","35668.0242","36667.25164","34781.17168","34138.39892","36249.50767","41653.01552","45141.52578","47079.724","47184.36953","48147.92576","45682.22608","47709.05121","47750.99613","49865.04896","49285.5429","47471.27573","50963.47157","52890.71341","52645.93945","52491.41857","55524.36469","53561.37402","55443.09684","56120.40776","","",
"Congo, Rep.","COG","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10143.19831","10133.99793","10438.83765","9918.44977","8870.038691","9742.355905","9871.657696","10668.81289","12190.94378","12707.87787","13091.71866","12697.42119","10449.28242","11707.28075","12458.53118","14503.60351","15997.87356","13701.53401","14231.43116","15415.03131","17324.56927","17105.56757","16310.85407","15818.85907","15290.14487","15852.59287","15480.20014","16159.3014","18752.36987","20022.05923","19421.77959","","",
"Colombia","COL","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124703.6395","126105.0075","129258.8196","134226.4687","136698.1773","140855.6741","141028.1486","146755.475","148793.9835","137507.4662","141245.692","143400.1128","141502.7824","143002.7025","144244.3916","145701.7786","146405.3219","151267.0656","153089.9338","156750.4298","162038.7755","166014.9048","164091.467","172344.8462","175835.9665","175033.6574","178893.9855","174466.4908","182787.6556","186444.7985","186999.3355","","",
"Comoros","COM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.076718","261.807674","267.302129","274.581085","277.61544","283.690696","288.106776","295.809357","311.265837","321.266618","304.466998","323.362506","328.319613","348.46422","364.668528","363.474035","404.567866","324.038998","350.15393","378.317761","418.213393","416.575656","434.206419","471.126282","458.308745","476.310008","505.139902","568.532195","593.247488","618.479881","619.946774","","",
"Cabo Verde","CPV","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.412261","306.86753","347.7958","340.386969","323.689639","374.446808","360.481501","378.573794","409.683487","459.61158","462.267673","505.655184","540.519295","565.862606","571.523917","604.232228","667.73111","604.759592","619.444074","664.252956","700.001737","726.507319","688.783501","668.968682","665.877064","673.154746","719.403979","742.946011","754.609844","779.614077","791.61071","","",
"Costa Rica","CRI","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8492.885741","8785.251577","9928.016514","10013.63475","10424.69289","10017.77822","10003.802","10041.16087","10740.24144","10562.36082","10415.03619","10725.3465","10757.81741","11114.12492","11138.83123","11680.17054","12014.05874","13378.75534","13563.61134","13119.85323","13252.16003","13939.11362","13894.03481","14390.80079","14438.24508","14296.03177","15103.53237","15440.86498","15749.85459","15718.67899","14405.0866","","",
"Caribbean small states","CSS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50204.610696","51016.224411","51814.772923","47931.58744","45317.365056","44680.682954","45031.858943","44721.67712","45048.320363","45019.838213","43991.953347","46030.135023","47403.46341","52553.432288","53712.352853","55723.381375","60531.303518","61645.77461","59636.725708","57525.798321","60386.348187","62088.33898","61907.250081","63909.963582","63881.991673","63003.236576","60100.008862","59732.822152","61603.803242","62034.46513","56857.879524","","",
"Cuba","CUB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54701.05486","45530.24589","39335.60912","35878.73326","37308.46649","38437.88738","41109.00011","43353.49705","42829.2737","43230.75964","43543.71858","42650.26585","41410.06282","40550.91698","39931.17225","39999.50581","40987.06197","41946.68372","41280.20267","42074.93203","43297.94278","43186.12106","44295.12604","44642.78112","42540.0504","44506.83057","42569.13595","41247.87473","41721.43901","39353.62809","38558.67367","","",
"Curacao","CUW","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5440.329468","5966.657666","6393.552543","6666.216748","6921.689595","6807.137506","7198.365501","7280.18963","7610.009144","7887.730278","8154.548029","8071.954241","8299.418632","8972.064599","8914.801221","9024.704645","9162.994106","9493.572217","9709.288942","9538.052941","9208.664533","8960.971704","8444.283423","7739.793469","8137.045114","8213.804434","8598.436545","8737.878187","8560.320828","8541.86797","8109.206812","","",
"Czechia","CZE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184942.4971","168143.686","163573.073","156201.6868","149401.0053","148176.9625","152196.9607","149188.3695","142218.8098","133706.8752","145672.3692","145448.2968","139899.2704","143170.1463","143452.0205","141940.199","142995.4726","144802.4928","139368.3281","133423.4256","134691.9645","132059.1096","128574.252","123329.6396","120621.652","122514.148","124271.9489","124327.6965","123073.8691","117767.1074","108308.4176","","",
"Germany","DEU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1129742.508","1102401.924","1057016.111","1048504.185","1038938.472","1034567.005","1064635.361","1027509.572","1004641.363","966630.9135","959124.8436","977886.1022","961780.6029","963014.9421","946507.784","924531.5991","933322.6173","904886.8841","907720.9431","851247.2644","881692.6436","852005.882","865209.4228","881582.6541","840763.1258","845437.6348","848445.002","831156.0109","802489.7991","751652.422","692750.7552","","",
"Djibouti","DJI","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.456036","933.862812","955.287388","972.855364","985.21984","1054.249475","1069.395491","1118.821107","1200.006823","1234.04644","1221.999956","1230.304169","1257.473482","1277.670096","1269.193209","1307.523222","1305.722785","1349.493447","1358.596909","1356.538371","1415.112033","1376.49825","1405.544167","1477.726884","1329.890501","1382.482818","1340.937804","1349.732889","1367.777974","1388.224359","1394.763044","","",
"Dominica","DMA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.257789","190.348779","188.233568","192.004058","197.335647","197.002659","173.618758","186.178556","178.688855","178.801653","192.511952","206.427936","167.296621","183.878805","204.440589","212.491674","218.088759","230.066444","229.438029","227.268314","236.504999","217.130177","232.363256","237.702734","244.944213","247.524891","247.984768","231.784244","231.66652","241.979596","230.526372","","",
"Denmark","DNK","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69121.51836","79993.98111","73846.73594","76496.73383","80204.66717","77101.30863","90637.42391","80973.57736","76976.1173","74221.11192","70523.49979","72212.32806","71563.80008","77081.84035","70907.8511","67219.02344","74875.1201","69974.65083","66418.09065","63485.69286","63737.42493","58248.63644","53122.4767","54525.65812","50328.46514","48303.77416","49939.3101","47663.42765","47108.3564","43569.79676","41135.55451","","",
"Dominican Republic","DOM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15759.75316","16874.12935","18348.35695","18843.71024","20822.30564","21327.06034","22233.01579","23888.38264","25843.32629","26440.84756","27147.79163","27952.67788","30390.63354","28053.07909","27343.39745","28593.15641","30585.65002","31781.46154","31936.61485","31417.87007","32784.70389","33166.71838","33969.17568","33736.58828","34091.50908","36494.27567","37760.74806","37021.07534","39252.48133","39753.30481","37052.66519","","",
"Algeria","DZA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122219.4894","125898.2318","126550.6264","134958.2579","137206.0895","143656.5723","147141.9815","146430.5721","148305.1158","152598.5186","161798.7973","159166.6551","165592.4705","178930.5663","182785.5452","190102.764","197745.7365","200976.5808","206120.0102","208060.3925","210955.5444","216395.9083","234851.8305","239618.2599","252331.6686","261745.2952","262948.8019","265628.7808","274181.7018","279200.6234","266702.6795","","",
"East Asia & Pacific (excluding high income)","EAP","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4385963.37193","4575326.275741","4733652.682378","5008846.55819","5214812.544292","5697982.284396","5780657.051208","5832579.202945","5935530.578216","5931837.547374","6156895.388614","6388044.447735","6716242.158745","7450126.683717","8286810.6962","9101066.833759","9828272.787161","10493652.382298","10781891.192833","11363503.238955","12285770.236396","13234374.633615","13567707.939417","14071353.110327","14241564.924454","14149746.090892","14174452.467997","14538938.075979","15202069.167473","15546666.113565","15711169.064147","","",
"Early-demographic dividend","EAR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5421893.847891","5628510.931341","5706065.685073","5860468.372137","6026163.676823","6244935.7969","6483827.385496","6688401.877145","6828936.280544","6987273.874313","7204625.061353","7311041.210245","7437594.96323","7683382.98664","7984220.830772","8264085.816766","8600226.840032","8962107.39567","9226818.291602","9353299.685535","9694084.766829","9983049.93158","10341648.236745","10428195.447453","10791893.023375","10877794.149188","11056516.242891","11393226.450364","11607201.423477","11598584.962349","11022258.572761","","",
"East Asia & Pacific","EAS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6445876.419396","6682610.330011","6884131.628441","7192661.097646","7495709.160462","8038378.489248","8165736.297733","8242175.814281","8259011.491684","8364222.177863","8683082.441136","8934533.261399","9293707.337872","9963025.878127","10874102.807154","11650944.215356","12411962.03282","13126350.838889","13331382.980965","13881681.399002","14901084.514704","16034977.94886","16417633.939919","16851710.996586","16983467.79691","16877063.547046","16879724.880297","17293234.985734","17913034.355974","18174628.486612","18193344.26864","","",
"Europe & Central Asia (excluding high income)","ECA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5241921.17976","5083421.042014","4728968.381238","4369236.026387","3923752.216389","3790651.126277","3667883.334475","3485744.067092","3471116.874718","3473969.938606","3575912.869818","3572326.525696","3632129.312333","3775310.390976","3790915.223506","3826205.056366","3942054.085674","4017917.347961","4076003.376139","3790204.976897","3961707.126793","4157916.694039","4129439.811625","4098226.156568","4010696.764278","3941431.347567","3992169.092242","4077233.447216","4191423.525551","4226258.525995","4115546.493957","","",
"Europe & Central Asia","ECS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10470540.134571","10270415.968548","9763376.561739","9311472.645071","8856533.696889","8764195.098453","8777031.91156","8503270.294348","8457906.71804699","8370540.399907","8472812.698249","8523196.279034","8551355.17557","8790413.53624","8804559.15153","8807896.677871","8921271.731251","8941559.018366","8888947.15594","8284169.88628","8549413.76837","8582105.079468","8517898.189692","8397380.848487","8118497.949036","8087088.547653","8127726.803499","8211137.386225","8236631.936899","8107241.254727","7677337.286011","","",
"Ecuador","ECU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37539.07263","38265.31568","40794.31173","42457.59219","45716.10564","48186.32589","52296.35324","54192.21539","52480.16543","49640.84628","49011.80013","54244.72247","53839.92062","55058.53217","59345.88662","61061.50366","63577.6992","63144.88718","64893.57416","68299.05043","71886.09941","72121.77209","71955.86528","75080.53196","76784.74275","75114.76093","74097.77605","72729.71647","73972.27038","74113.4694","68056.47202","","",
"Egypt, Arab Rep.","EGY","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138196.7387","143661.8291","146170.6846","151742.1132","147994.6741","157510.1814","164886.5238","173535.0418","179274.1451","188735.6202","187899.2888","200791.2182","206143.095","211276.0426","224219.9849","244648.1342","255608.9857","270581.1905","279820.6817","286971.6765","289376.1877","296697.0157","307219.1231","304353.4118","310051.0097","316217.8249","327455.6758","337741.6636","331356.7922","307452.9495","299778.6515","","",
"Euro area","EMU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3291822.558092","3298539.807188","3210685.177491","3151036.055436","3153207.078802","3200547.702046","3270292.188966","3239358.054747","3262384.890436","3232395.355439","3245992.869863","3284335.230901","3287455.941902","3341497.433254","3350687.027947","3334272.663907","3310014.354956","3279086.010501","3209335.156691","3000429.724191","3055611.953517","2953293.225585","2923501.908863","2873680.80686","2748215.118237","2791835.496577","2787276.272335","2784091.728137","2712054.598518","2596337.784221","2362049.399305","","",
"Eritrea","ERI","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3678.342635","3689.973806","4404.856322","3974.610767","4162.092179","4282.402952","4839.008862","5336.760172","5283.383681","5446.207491","5540.779701","5270.561594","5219.221887","5362.393979","5403.726672","5386.662965","5191.732235","5490.096505","5431.007274","5476.340344","5413.118314","5719.456724","5786.202034","5808.125444","5848.573954","5864.299964","5934.573265","5994.222366","6129.880168","6179.328169","6242.48957","","",
"Spain","ESP","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275616.0461","281710.9096","291553.9648","276751.248","289661.0178","303384.6166","296710.6861","317961.2573","327485.5439","352155.3098","369377.061","367801.9101","384461.0199","393438.9247","409553.757","424168.8721","418157.2386","434497.876","401199.1964","365092.6541","350175.3957","349834.6367","343393.9951","317006.8865","315739.0923","326263.0749","316708.5994","333287.681","326838.0012","309375.0948","270310.9717","","",
"Estonia","EST","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39142.67466","36319.34759","27199.00449","22155.88877","22091.90023","19788.75837","20682.92619","21025.0668","19584.81526","18629.23901","18060.79141","18335.58763","17892.45283","19781.36368","19914.25934","19903.68604","19200.40872","22931.85794","20663.03742","17144.33241","21672.08663","21637.86275","20163.71941","22029.62753","20799.44491","17592.51222","18996.67903","19899.03282","18817.84752","13174.99211","10198.8019","","",
"Ethiopia","ETH","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66869.2446","67267.12296","68107.43099","62225.60217","63430.02449","64227.5113","67529.99301","69688.65831","75528.14041","75094.53771","72193.42532","75985.98081","85285.46161","83434.23021","85582.9044","88879.1606","93800.64322","103681.3521","107780.264","112226.6244","116922.7292","116512.5094","122116.4452","126731.6201","133087.9879","136449.738","142550.0688","145745.4962","148723.7191","159695.3463","167300.0199","","",
"European Union","EUU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4477034.004112","4409969.628088","4269413.088881","4194674.675126","4182258.607912","4231029.410586","4344273.206056","4269402.773577","4234129.459236","4158724.931369","4162342.371213","4208773.830651","4194489.464672","4283482.959164","4285232.366187","4259859.425837","4260650.163666","4226325.287411","4133580.425841","3865434.114401","3944278.495377","3835544.689315","3773454.320163","3694366.08409","3548931.927787","3604084.259757","3609669.870605","3628000.654197","3546190.237308","3397614.224451","3118549.144175","","",
"Fragile and conflict affected situations","FCS","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2075603.942969","2053089.464929","2016346.260283","1981157.394163","2001184.241557","2033519.048005","2042248.534813","2069210.744825","2037595.211903","2000127.282109","2051801.449593","2070757.890033","2060847.582262","2110274.670711","2141474.818763","2198768.189401","2206346.475558","2218486.841041","2268456.814199","2210121.361354","2308249.652121","2287290.710871","2371216.64428","2387204.93056","2360298.446957","2284439.196694","2313683.868151","2320612.732573","2352229.655747","2341110.894472","2206538.044954","","",
"Finland","FIN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70363.50265","70256.00449","67147.76841","68390.99577","75036.46206","71050.01252","77500.6399","75586.72583","71941.48472","71126.37484","69643.62462","75434.07909","77694.15474","85919.67371","81847.43056","69486.61523","81097.23891","79087.17353","70814.87076","67296.43023","75320.42652","67632.7565","61976.2554","62745.61025","58686.81708","55210.20911","57902.35336","55043.07473","56199.93179","52762.97326","47740.49323","","",
"Fiji","FJI","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1727.324622","1748.561899","1794.707675","1853.265052","1898.376828","1961.358185","2010.545909","1990.833933","1951.370957","1929.77318","1963.529304","2203.484521","2026.023837","2140.737753","2461.96957","2207.550466","2327.229266","2265.976067","2026.533967","1906.155967","2262.550668","2192.642168","2137.228768","2220.025068","1796.428168","1874.148768","1805.08636","1995.340253","2076.756546","2187.528938","1764.367631","","",
"France","FRA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","496236.894","521271.9651","506713.6172","487761.4056","482039.2237","490704.3706","510435.8557","501104.4808","517141.0158","507981.4006","506377.7308","511552.3445","504638.6122","509781.811","508080.5046","509361.4599","499562.6625","492867.6926","486835.1646","468967.6445","472918.3176","456763.7362","460350.4426","461319.7706","427859.1918","433262.6025","433665.791","436922.6199","422400.0351","412999.0434","376006.2454","","",
"Faroe Islands","FRO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.616981","7.835361","148.151241","157.967122","170.663002","247.937683","254.512694","264.990205","277.922716","263.490228","251.752739","238.515388","223.040538","233.500488","214.793137","187.483287","186.18958","201.829672","183.545965","221.319958","174.42145","192.390681","205.931112","214.206043","217.371273","222.702404","226.838412","227.10162","230.025528","232.848437","194.111345","","",
"Gabon","GAB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12620.26561","13773.80233","13806.66616","13980.54808","15174.10841","16436.70599","17396.39877","17339.55515","18356.84812","17203.2982","16493.89658","16444.97973","15758.12767","17186.87802","16703.94716","16313.94441","14905.24079","14211.08226","14842.91124","14663.47882","15516.97679","15465.15359","15095.37889","15166.74369","15495.27609","15883.7891","16279.23307","14608.84924","14021.11591","15094.36318","14849.25845","","",
"United Kingdom","GBR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","749506.1766","758371.2752","740584.2728","722308.7558","719914.5528","712173.795","733986.3594","714024.2929","711872.2035","688179.7436","690358.4413","698896.1741","680705.9907","689494.6329","684154.1462","677964.168","674231.373","658848.8085","638236.3597","581933.7885","594574.7842","551090.6869","570949.2799","553319.1051","513738.0731","498506.3318","480170.1458","463736.3259","455529.9423","439332.0716","398323.6546","","",
"Georgia","GEO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49720.01718","40275.4087","32649.02966","27123.61927","19963.16577","16901.5776","15384.0526","14567.08091","14082.65691","13830.49372","14245.23612","11788.71086","11230.13616","11755.44996","11831.40436","12381.25516","12740.83045","13507.824","12613.03964","13369.95408","13087.03193","14276.08739","15143.91575","16151.1902","16805.07456","17142.29722","17540.62774","17482.17546","17135.15848","17843.006","17669.44862","","",
"Ghana","GHA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11517.41337","11566.91355","11984.99103","12131.68951","12408.24089","12775.60428","13710.03035","14557.37062","17303.72079","16601.92196","16827.71163","16155.83018","17414.48934","17917.31924","16763.07205","19047.06675","20233.34212","20477.27483","20292.62514","21482.51174","23141.62425","25097.01492","26905.38139","29002.19025","28547.03992","30251.44399","30665.08959","32492.6113","34130.8132","36070.4143","39070.28751","","",
"Gibraltar","GIB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8284.744216","8600.701381","8930.504046","9289.810612","9702.978777","10116.76474","9605.427923","9912.618405","10919.65759","10691.86607","11372.67365","12294.21357","13441.6611","13581.84152","13617.70274","15052.44446","15350.8868","15758.00993","16334.34187","16844.42361","19133.89094","20419.66106","21658.74558","21727.8728","22242.30182","22730.85844","25596.38581","26121.37339","26413.05756","28653.67333","29745.6922","","",
"Gambia, The","GMB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4274.708319","4431.46089","4541.888261","4662.164132","4195.891306","3722.906481","3465.17816","3119.091739","2875.345218","2553.513597","2289.008775","2071.33605","1846.437025","1752.2238","1661.633275","1525.00095","1613.754477","1665.306504","1807.114731","2164.346958","2207.514985","1894.617041","1976.030296","2042.643152","2180.820707","2404.624162","2296.791097","2344.612332","2214.207067","2391.425602","2453.329037","","",
"Guinea-Bissau","GNB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1407.375898","1416.858548","1454.483899","1486.360349","1510.172999","1541.771149","1472.152207","1461.135865","1438.248423","1568.981181","1536.101439","1823.448202","1872.641866","1918.750729","1838.241193","1776.705057","1952.395496","1978.203635","1892.247674","2019.255614","2109.857653","2109.817741","2285.940729","2247.081317","2244.292204","2375.320292","2362.479252","2381.442511","2488.83697","2514.69303","2546.519289","","",
"Equatorial Guinea","GNQ","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.349286","326.149435","2078.686884","2261.324333","2430.357181","2615.27483","2972.842443","4545.999855","5796.209768","7441.10198","6704.651693","8968.012856","8248.394619","9382.848682","13195.90025","13658.06411","13534.65603","14205.20024","13328.71466","12692.62428","12842.35769","12206.72611","11882.63143","11739.98675","13756.70787","12673.56899","12361.18175","11334.9762","10907.31395","10292.5386","9542.961347","","",
"Greece","GRC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95288.73758","95359.65149","97434.53526","97796.47343","100418.2554","104841.0105","105926.8454","106999.7835","111010.4871","112117.9312","117890.194","118463.0903","118734.5681","121951.7383","122009.9986","124039.5174","122487.8583","126334.8302","121979.9986","115418.6914","108551.8706","105446.8603","101005.5609","93348.14063","90264.07466","88528.37065","87235.49873","86847.33102","84139.55801","78649.7728","69283.30669","","",
"Grenada","GRD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1843.497447","1862.298005","1877.950864","1893.780823","1915.604581","1938.27124","1976.131787","2000.694234","2029.861682","2051.859229","2058.992176","2078.877429","2093.514582","2117.507535","2122.141488","2144.34314","2162.801271","2188.053502","2209.350132","2220.637163","2241.516194","2238.779194","2267.694495","2316.624995","2263.595295","2293.205796","2308.384661","2328.911027","2372.204092","2408.607157","2397.288523","","",
"Greenland","GRL","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11294.17401","11659.49926","12864.00862","13508.12417","13710.71403","14743.43828","14563.56692","15104.90706","16845.85769","17354.28973","18676.57226","19365.96504","20544.86141","20791.59448","21237.73555","22582.88152","22605.31674","24086.53635","22882.91786","24253.11297","24360.44408","24954.82672","25661.46375","26770.76379","27986.60793","30899.84197","32299.46827","31729.51546","33500.81336","34769.23985","33165.68015","","",
"Guam","GUM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2291.315889","2463.443742","2453.811094","2618.701746","2921.555698","3288.48285","3333.103584","3540.818218","3470.492252","3577.951887","3246.38673","3295.680874","3184.882119","3394.666764","3398.701109","3040.823088","2860.328066","3172.463045","3324.441023","3348.467902","3575.46518","3670.424541","3927.558503","4087.595464","4300.879425","4437.684387","4470.524055","4616.558322","4768.25759","5069.396758","5282.035926","","",
