"Data Source","World Development Indicators",

"Last Updated Date","2023-06-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"High income","HIC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14254589.711564","14232631.132392","14267568.022751","14341450.749831","14566944.252841","14766943.9497","15172194.069012","15413268.80387","15380269.765396","15426089.350871","15731562.300195","15772641.497914","15671412.876769","15837106.181757","16033713.380353","16044921.367971","16038831.603901","16222077.335494","15905352.476012","15118792.540789","15682130.076124","15595168.508188","15472305.930137","15502529.283014","15373837.808128","15347386.288731","15234951.649707","15229361.061655","15298924.515073","14961014.958146","13880327.541665","","",
"Hong Kong SAR, China","HKG","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11334.65097","11449.43952","11759.80347","11563.53612","12250.29908","13014.74993","12607.23243","12631.28053","12880.97403","12184.85693","12537.80293","13417.02307","13825.0752","15578.00123","16180.89206","16194.44899","17235.76954","17962.59789","18186.86434","18031.89329","18084.03064","20100.2172","20635.38586","20637.24082","21060.37278","21850.19864","22037.22061","20955.29299","21043.05227","22120.91325","21147.29453","","",
"Heavily indebted poor countries (HIPC)","HPC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550851.863641","568986.631577","581050.652205","583812.371832","653040.941104","665509.550212","679913.917973","698207.533882","733446.205299","739693.751973","749614.452643","746008.680195","785891.697975","821405.726128","833012.224172","875142.92462","879066.042673","906876.177881","934339.74227","947382.62289","989396.91624","1012863.063744","1040452.471408","1071607.7593","1096511.051231","1131089.367982","1168393.648555","1183092.372723","1212185.478427","1255351.917661","1277857.319337","","",
"Croatia","HRV","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28569.6077","22236.49624","23227.64395","24072.17318","24152.54296","25465.27189","24633.3283","26228.26819","26587.37209","26172.20775","25205.81114","26023.97075","27072.91978","28179.01991","27903.78114","27840.69631","28570.62506","30077.64122","29259.79858","26711.16807","26151.57551","25868.53541","23888.27888","22803.44883","21998.12626","22609.48542","22671.43852","23319.27005","22213.71599","22302.06393","21379.32606","","",
"Haiti","HTI","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5331.60407","5541.870894","5947.278917","5584.07354","5072.937963","5852.367146","6150.08596","6549.524474","6700.186187","6841.864701","7322.144215","7505.127981","7797.484446","7839.716412","7718.485077","7822.671543","7877.413521","8305.170899","8328.645478","8385.535456","8938.707434","9254.390676","9014.772317","9307.168359","9726.1116","10087.15494","10332.15075","10312.34705","10194.95506","10321.15836","10267.23377","","",
"Hungary","HUN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89525.12001","84485.68934","74595.23179","75067.14501","74793.07449","73083.45826","75300.01756","73615.44821","73545.28908","74338.1427","71353.1736","73476.09746","71855.04171","74626.82268","73505.9578","72819.17737","72091.27376","69922.36962","68556.38057","62717.91203","62677.52148","61921.44964","58042.78844","55683.30565","55974.26258","58909.76685","59654.94567","64674.46869","64259.82831","62093.73864","59596.52966","","",
"IBRD only","IBD","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14308129.795814","14426992.555567","14339404.934237","14406078.990026","14361222.24836","14904382.96369","15063840.197655","15141255.258805","15274380.28543","15318889.829797","15786527.599012","16144637.869548","16594537.795971","17653803.405594","18815199.497118","19890244.203921","20947934.755028","21979784.907656","22543502.326885","22938799.243114","24360493.95361","25673389.989667","26340748.638775","26948272.202512","27276281.53098","27125702.145619","27252566.447804","27854582.456908","28726271.003056","29019041.794071","28487735.541765","","",
"IDA & IBRD total","IBT","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15855628.423355","16022122.598095","15966771.23257","16049523.40135","16083307.285714","16661327.736861","16871228.393843","16973888.644855","17153529.101956","17224601.952709","17727684.237669","18102125.378451","18595711.556696","19728949.188185","20928916.348858","22079047.735997","23171542.269745","24267424.427564","24884085.980948","25288020.901705","26796965.399262","28159816.927173","28817809.220748","29471027.340783","29853352.181493","29744748.025724","29974757.071769","30661395.640926","31604801.690245","31969436.763977","31455739.157801","","",
"IDA total","IDA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1547498.627541","1595130.042528","1627366.298333","1643444.411324","1722085.037354","1756944.773171","1807388.196188","1832633.38605","1879148.816526","1905712.122912","1941156.638657","1957487.508903","2001173.760725","2075145.782591","2113716.85174","2188803.532076","2223607.514717","2287639.519908","2340583.654063","2349221.658591","2436471.445652","2486426.937506","2477060.581973","2522755.138271","2577070.650513","2619045.880105","2722190.623965","2806813.184018","2878530.687189","2950394.969906","2968003.616036","","",
"IDA blend","IDB","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674110.92376","704102.077795","719814.324818","723778.244955","776544.756204","783242.014355","812517.377432","818255.6906","825259.658497","832257.528699","851141.774594","864669.309625","856614.324966","882169.441197","909229.028219","919961.594228","939311.933512","957141.900597","972124.80749","961993.954073","1001171.977077","1027059.909013","1018311.688239","1044158.564593","1062664.913829","1073039.988153","1117993.071914","1151600.099567","1171200.437648","1202652.354998","1195684.45044","","",
"Indonesia","IDN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468362.6054","489484.4741","510546.5452","526825.2285","548354.0064","583641.5698","605935.7642","631411.0425","639261.3736","659940.6494","666121.1638","681089.5762","682865.7632","705534.9012","713132.3024","711329.9782","738257.4233","749377.001","742749.2517","762564.4916","788131.7963","858226.358","863277.5023","829244.3071","873788.9487","874598.9869","870044.0137","914633.3455","980509.8039","1020913.716","976487.6772","","",
"IDA only","IDX","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","873387.703781","891027.964733","907551.973515","919666.166369","945540.28115","973702.758816","994870.818756","1014377.69545","1053889.158029","1073454.594213","1090014.864063","1092818.199278","1144559.435759","1192976.341394","1204487.823521","1268841.937848","1284295.581205","1330497.619311","1368458.846573","1387227.704518","1435299.468575","1459367.028493","1458748.893734","1478596.573678","1514405.736684","1546005.891952","1604197.552051","1655213.084451","1707330.249541","1747742.614908","1772319.165596","","",
"Isle of Man","IMN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237962.799","1292414.844","1317324.226","1350479.311","1395751.177","1462173.984","1514073.876","1574518.527","1604186.819","1680581.157","1719664.722","1742348.302","1762141.225","1803992.147","1892154.676","1966216.303","2064473.083","2209296.069","2310910.823","2457277.941","2569051.744","2681723.455","2832703.035","2900894.985","3083573.891","3104049.558","3147642.844","3269577.732","3436071.569","3412419.303","3200820.626","","",
"Not classified","INX","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56752.35957","57281.90281","57451.84703","58097.49299","59522.19711","60333.37856","61679.49081","63105.67616","66396.30726","68118.71876","71316.26098","73549.62596","72148.22791","73060.96073","72285.08463","73545.99123","74132.51295","72642.59746","71564.12425","66194.12967","64973.31016","61002.32595","62444.78301","61588.71639","61932.73433","63761.73336","66671.39759","65833.87287","63536.40425","61602.32693","59497.73471","","",
"Iran, Islamic Rep.","IRN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320858.7007","348259.5982","370067.468","377188.0714","408445.5739","418032.7872","433195.7471","450841.7484","452421.565","487703.9862","515091.7748","528521.1935","542457.7185","578105.2097","613251.4185","652633.9409","693677.4861","725947.8679","732454.9642","753555.7431","756069.3143","765898.4463","765329.9451","786882.8685","812674.1389","812279.2427","849361.6076","878974.7647","891700.9915","856657.5668","844649.4679","","",
"Iraq","IRQ","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103704.0345","59534.44655","84189.12197","110973.0364","126410.5936","124491.8372","122850.7067","152200.61","136147.8897","122759.6863","139558.9167","149502.589","138562.7883","118345.8338","134619.2703","130606.9208","130227.0479","125424.3413","141436.0044","151525.0474","167515.3092","177435.4573","201901.0445","214614.68","213140.503","220379.4837","239848.8803","255110.1837","268363.8209","285961.7366","261289.5283","","",
"Iceland","ISL","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3347.741125","3228.127391","3026.235289","2987.350062","3069.254026","2998.699732","3256.398474","3227.017124","3372.125874","3341.505974","3379.409734","3260.358588","3320.273886","3291.271978","3350.723499","3290.410535","3769.111569","3796.564034","3687.409466","3357.714227","3237.18338","3043.706753","3032.881879","3200.271996","3260.884932","3310.731627","2843.253099","2896.350838","2918.513378","2848.394617","2653.430657","","",
"Israel","ISR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44103.52689","45176.47355","47974.48","52045.02255","55388.8302","59236.68446","62352.15501","65387.87508","66741.87615","68956.11392","73843.96949","73682.68714","75657.85739","76471.31764","77562.88982","76206.03959","80475.56842","83624.97415","84298.00767","83771.1408","89228.54643","89014.75001","95546.6129","87043.01639","85194.99147","87305.97286","87087.25003","88636.37571","85002.89328","87191.31386","83664.06603","","",
"Italy","ITA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483327.0481","480876.6507","477878.151","471923.0354","467025.8298","492421.9235","488981.4852","492848.5978","504256.6015","511778.5323","517178.2688","515805.3063","525102.4007","543887.6027","555580.6633","556897.8378","544959.7886","538073.2137","523072.8123","474075.6134","482672.1703","472079.5591","453884.9483","421945.3474","402289.1041","413893.0962","409370.5756","404050.901","399052.2971","390001.3633","352128.8891","","",
"Jamaica","JAM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8991.10227","8986.937676","9795.437182","9995.319789","10039.9985","10368.9108","10705.46543","10849.29816","11387.31759","11671.43032","11776.05935","11794.812","11969.55406","12394.63451","12303.46736","12260.05742","13469.94627","13394.26831","10990.33486","9241.648613","8845.542062","8929.297177","8402.191092","8860.981507","8670.429722","8561.597238","9060.687417","8764.789197","10165.89958","10009.78586","7432.636336","","",
"Jordan","JOR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18609.45169","19064.01435","21809.2472","22533.00836","23616.62991","23248.09038","22482.67588","21994.95629","21201.04399","20266.1661","20836.4549","20939.6314","21730.26889","22305.44619","23768.42968","25323.17278","26124.35458","27458.82247","26811.47676","27636.00414","27362.05323","28261.57121","32045.56699","32285.36098","34457.96826","34860.89684","35007.8348","36766.92085","35966.76761","34899.00556","33146.35261","","",
"Japan","JPN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1181858.796","1197301.917","1210392.356","1203795.866","1261541.759","1276848.512","1291666.873","1279691.17","1233321.324","1263286.111","1278174.014","1255890.173","1286295.876","1293013.863","1282942.055","1289536.108","1269044.943","1304489.065","1234744.142","1177229.097","1234821.371","1292827.395","1336335.204","1352163.653","1305365.322","1268751.648","1258297.359","1241560.823","1198175.185","1157544.668","1094556.256","","",
"Kazakhstan","KAZ","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298754.678","307282.2509","309834.7401","273388.7531","251578.0092","223074.2395","198138.0345","175508.4921","176224.0781","162373.7682","162133.7495","162079.9846","190192.2798","201454.3464","219781.2762","234299.3053","254147.1883","266717.2093","314334.1282","286740.2125","307085.8759","322212.4585","320318.4463","335321.5973","286216.0566","267016.6944","276330.7622","299615.3021","299700.6771","286967.6223","294805.9457","","",
"Kenya","KEN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35102.28384","33825.46267","33807.3754","33571.35703","33918.00696","34206.23689","33553.59336","33179.87373","34507.22889","36433.91616","35347.18812","34713.54816","35592.6765","36601.44803","39145.91017","39565.8602","39978.99257","56560.65093","57644.9151","58120.16226","59566.78403","61508.38007","60591.00222","61498.93917","64589.02561","66551.27366","71983.95568","69774.597","70817.67523","78594.30095","80188.01667","","",
"Kyrgyz Republic","KGZ","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32425.55016","30143.74033","22546.38847","17747.18631","12604.02105","9915.111684","10813.96103","10679.68318","10919.11523","9538.676977","9463.893925","8877.586977","9846.753928","10480.28628","10632.25813","10323.14048","10443.39447","11653.56625","12741.87634","12389.23032","12095.6822","13529.72303","16148.32206","15636.96519","16274.42821","16613.28524","16168.27247","15986.0521","18119.54822","16932.27455","16093.54198","","",
"Cambodia","KHM","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16129.67076","15826.29911","16357.77676","17173.63581","15941.94546","18636.87911","18928.54935","19133.81418","19218.73032","20479.81126","19379.775","19390.02034","19829.20737","21317.35691","21182.08895","22592.75809","24165.85932","25321.33754","25950.61546","27279.84008","27846.2403","29108.37662","28708.07263","28694.76064","29452.73406","31144.32717","33920.89212","36540.98636","37519.1081","41947.80434","42363.17878","","",
"Kiribati","KIR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.071883","40.941331","41.715578","45.819625","44.359073","47.42832","52.40919","50.965259","49.721329","50.677398","55.101068","54.827991","64.851414","67.929137","72.64646","84.033984","90.9665","81.500316","87.767433","82.829549","79.106865","79.586655","83.816646","90.342436","87.340126","88.522816","85.354927","102.097438","103.357249","104.45706","88.571671","","",
"St. Kitts and Nevis","KNA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.607755","189.913562","192.143769","196.879477","210.420784","213.578591","221.991485","230.814779","244.459472","253.781266","268.91896","277.67107","287.16768","288.54709","307.206299","293.861209","301.732804","318.796699","318.734793","327.591488","329.992182","337.712666","323.477149","321.999433","323.314916","334.1377","342.188942","342.030185","345.768727","349.65707","334.464112","","",
"Korea, Rep.","KOR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280644.328","308847.769","334281.1298","365954.432","394187.949","427133.5288","455229.9934","481132.9126","415883.3025","453766.5955","502291.3249","513662.9886","519073.4658","527071.8194","552731.2093","548063.1407","556372.9417","566265.5009","579146.0193","593082.0802","645046.5305","669063.4132","672464.7083","672869.5503","662402.3129","683376.3225","693722.7469","707446.3487","714466.5463","699175.6839","659329.6994","","",
"Kuwait","KWT","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39339.36468","10567.98737","32431.53757","46788.89807","54468.99797","54234.35467","54229.24657","56822.26568","61587.60878","64338.12619","70128.98759","73203.3538","74993.41761","80240.84842","85466.28902","94641.08153","98323.32973","96387.26364","103274.8605","103448.764","107627.9677","113298.5243","117824.2601","122083.3087","121302.6476","125805.1357","131400.6888","130517.5087","134809.5027","137496.5792","135896.7903","","",
"Latin America & Caribbean (excluding high income)","LAC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1666066.828146","1703090.022661","1728092.817003","1763102.338218","1823037.225574","1846674.177468","1888880.015228","1963503.174095","2024247.256174","2028730.497601","2080955.008484","2111090.862484","2151221.175903","2220007.145184","2301863.435382","2350151.033752","2395564.382644","2462805.526003","2491277.588052","2450059.515623","2584106.839359","2650500.06665","2705851.17544","2749461.35455","2795299.02887","2806374.563149","2794197.953971","2800301.385677","2753027.344602","2785767.241185","2670579.972135","","",
"Lao PDR","LAO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6798.521481","6717.488259","7019.903166","7041.382504","7407.487038","7453.893234","7500.586971","7750.421453","7313.664946","7191.230791","7964.474717","8303.479686","8599.991955","8832.731624","9280.809493","9226.956162","9616.501071","10173.08698","10604.53669","11440.26159","12377.9376","12119.93157","13097.20573","14053.02819","14395.87406","19257.13492","26546.74763","29814.15084","30205.46266","29982.98087","30491.44478","","",
"Lebanon","LBN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7272.535427","8775.931979","8839.002732","12245.55118","13186.86324","15483.91208","16526.02578","18744.17587","19102.28147","20082.28857","18914.12517","20239.55841","20216.84045","20909.8872","21469.86074","20887.88218","19950.31403","18884.74627","22677.60272","26142.04016","25240.22771","25928.66787","28569.79313","28548.95469","30738.15285","32882.9577","33992.81229","35779.79728","34289.86847","34132.38906","28947.43775","","",
"Liberia","LBR","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","842.896991","726.434392","759.181293","748.977894","741.277595","748.987296","757.086367","816.052637","876.101408","791.274679","827.85035","848.693287","843.235523","902.68996","986.032297","1089.925333","1164.451722","1162.58541","1097.349398","1358.928286","1385.289874","1539.893062","1671.189649","1640.048137","2026.934224","2214.130412","2252.354607","2130.949002","2015.124597","2142.257192","2155.394887","","",
"Libya","LBY","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80127.40463","84389.27156","75887.61878","83598.84941","97770.11664","105855.5977","108690.7137","101098.755","100720.2154","98658.63116","102689.1765","98936.53022","98302.78124","107032.5411","110329.7824","119486.3473","121779.1548","117701.74","122299.6365","119680.6484","126229.1078","70056.8579","124549.1409","108118.018","92388.51843","82792.48703","79813.73022","100218.2488","109310.5031","114301.1899","75370.28088","","",
"St. Lucia","LCA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905.518408","930.45995","969.125392","1000.894535","1037.802477","965.230724","901.52056","817.475295","770.034231","700.682866","618.502802","636.244888","628.297474","657.048661","680.413847","679.042333","703.652199","716.973865","726.119331","731.083297","800.120863","799.461243","811.916022","816.341902","824.362982","826.190561","835.070077","865.537994","868.20671","881.038526","850.806942","","",
"Latin America & Caribbean","LCN","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2068180.723527","2121873.849612","2152622.252224","2194332.90852","2260455.200085","2314790.56433","2393756.731614","2495020.573096","2557701.38643","2544980.05813","2608217.45067","2645788.198794","2671106.063426","2729517.48948","2844826.78074","2917412.178238","2968653.068009","3038904.918999","3091347.261656","3036748.547847","3179979.417691","3254160.855566","3348799.646178","3398613.894441","3431894.289833","3423584.388006","3384707.355742","3354684.065662","3266692.759992","3257187.34759","3064545.682364","","",
"Least developed countries: UN classification","LDC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","726933.955157","737089.685054","753620.944412","768908.543221","796928.422838","825960.298395","845044.475464","864216.282867","903565.074074","922789.429828","938938.173818","943639.079858","992698.555383","1045269.969991","1068211.185313","1118173.318272","1130257.800931","1174718.87821","1213561.357455","1239946.201279","1289738.640734","1311023.776822","1323044.108189","1368108.118355","1404989.269678","1435538.965051","1486266.938942","1528446.709897","1566834.675167","1603080.153508","1618511.950459","","",
"Low income","LIC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","612277.774377","622504.177741","621821.394952","621880.365971","633391.34221","636472.721324","643224.454688","652403.058751","675011.480572","686433.113253","702576.605854","700560.260286","732131.95283","764591.236514","772421.0835","816697.510734","826769.121272","843665.266648","876132.664452","869042.541499","887449.893335","874055.975073","846526.180611","838618.473787","855552.356543","847826.740279","870532.787098","909705.936813","933654.447624","955993.308515","976442.245097","","",
"Liechtenstein","LIE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.879109","209.258035","210.011164","218.206555","204.618967","208.575107","210.956745","223.516023","235.066009","233.035414","224.439149","222.965393","229.212405","239.285085","240.228124","240.223466","242.605337","212.994353","232.916596","218.206622","204.193604","190.382326","199.317423","207.025486","175.416468","173.718315","163.829719","170.153986","157.72812","164.196559","157.560064","","",
"Sri Lanka","LKA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23708.9147","23553.78282","25319.87805","25636.94188","26414.27791","26531.99793","26424.22198","24465.73443","21960.80837","21364.16622","20640.53357","20392.06011","21248.59054","22420.35208","22553.30792","24497.85696","22944.12932","23887.84848","24157.25163","23307.97879","24596.57305","27164.46824","29048.20964","26161.51283","28830.96863","31300.28372","34744.83349","33847.33216","33285.05462","35477.98059","35117.25456","","",
"Lower middle income","LMC","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4088060.575175","4177800.394683","4165595.134086","4157580.557378","4216279.419623","4332173.907151","4400096.450269","4497626.186223","4535874.921912","4688423.338215","4785099.403226","4860117.643428","4940435.526093","5121700.466214","5303225.184022","5485849.48193","5681697.61821","5950846.18472","6114741.67019","6268203.772246","6507164.876977","6723923.219315","6936047.917964","7097608.831918","7367075.589416","7441121.427173","7662725.045281","7905217.582176","8200143.846891","8242753.438677","7963118.309481","","",
"Low & middle income","LMY","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14993629.342875","15173128.89525","15120035.458191","15192318.820117","15219316.396438","15752198.685144","15898542.619438","15992620.347394","16208084.525943","16327909.392045","16834120.692648","17199852.528657","17712791.633128","18839831.003623","20005588.334934","21134231.460285","22205488.179913","23286811.981851","23896273.998667","24330742.432033","25813995.033852","27154702.288375","27787349.948863","28440485.16405","28851057.713683","28751125.731475","28999876.064197","29731286.239862","30714545.100347","31142998.047546","30726544.685918","","",
"Lesotho","LSO","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2968.466485","3016.594818","3227.292851","3234.879384","3236.214117","3193.69145","3210.990912","3326.279873","3149.855235","3696.363297","3640.151058","3638.687645","3485.839832","3566.594318","3538.510805","3733.837092","3701.045198","3792.326405","3759.410411","3880.463218","3921.741124","4692.885375","4733.792526","3920.397077","4047.125728","3835.802779","3792.343497","4227.946916","3952.152334","3846.161753","4013.753971","","",
"Late-demographic dividend","LTE","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9266363.623355","9311188.523812","9254259.96456","9250648.693995","9160868.677254","9532427.0031","9549613.65379","9448657.753472","9537589.850999","9500037.714345","9793161.465114","10079133.080774","10465119.216817","11323736.528727","12243262.391129","13133661.143401","13954694.979141","14681594.261868","15081122.369254","15405974.414859","16552497.284653","17611172.135093","17974562.568032","18523958.144559","18600054.351155","18475522.976235","18493546.557953","18860655.907888","19505538.52782","19859849.803155","19931199.648137","","",
"Lithuania","LTU","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46012.59207","47757.23314","32855.15251","26957.78527","24919.02144","23342.77543","24144.07507","23930.72669","24826.67144","22098.43662","20400.98797","20851.17552","21211.75369","21386.50126","22363.22279","23504.22752","23636.62887","24649.59766","24087.47404","20511.30012","21316.66855","20784.51278","20704.41837","19812.43774","19359.6328","19619.97824","19644.71503","19565.53059","19652.27895","19779.96072","19784.73208","","",
"Luxembourg","LUX","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12192.61792","12683.8962","12379.26687","12586.23548","11741.29764","9595.360606","9679.113933","9180.914131","8507.229367","8898.207984","9437.068241","10008.44868","10793.08364","11211.35535","12663.55929","12901.12298","12697.30746","12109.87906","12032.55031","11443.09647","12034.51682","11901.70845","11672.88304","11156.60756","10634.67368","10124.50943","9839.11791","10011.86329","10311.59007","10494.95324","8813.977022","","",
"Latvia","LVA","Total greenhouse gas emissions (kt of CO2 equivalent)","EN.ATM.GHGT.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25763.45465","24033.09027","21269.67002","18098.68599","15128.42336","13391.19548","13383.20212","12804.78345","12370.92172","11671.68729","10908.84958","11401.59019","11441.08179","11701.00995","11682.83699","11874.26318","12408.13996","12832.0173","12493.79279","11713.74072","12854.22932","12213.05601","12012.26721","11940.18079","11884.57289","11928.83139","11764.31672","11701.90069","12237.61476","12086.47033","11436.59559","","",
